Wavelength,Trans_25km,Trans_26km,Trans_27km,Trans_28km,Trans_29km,Trans_30km,Trans_31km,Trans_32km,Trans_33km,Trans_34km,Trans_35km,Trans_36km,Trans_37km,Trans_38km,Trans_39km,Trans_40km,Trans_41km,Trans_42km,Trans_43km,Trans_44km,Trans_45km
194.2999999999992,0.028406000755065636,0.04684168524696967,0.07352121607361597,0.10983762524298622,0.15618826444147121,0.2114000104713015,0.2750521218843151,0.3474304797231926,0.42605331013436554,0.5072280630285827,0.586254372844541,0.6630304950391143,0.7395423944692503,0.8135323952709068,0.8826100621377787,0.9443765300499651,1.0,1.0,1.0,1.0,1.0
194.39999999999918,0.06368961951591866,0.09289861939829298,0.13080561651547712,0.17779531850879404,0.2332874190299433,0.2954878669474233,0.3634625344718834,0.4367600856470978,0.512731083638522,0.5880305394251187,0.6588306055779966,0.7256013485180806,0.7904180754480178,0.8516284045917194,0.9075654033081775,0.956621794693094,1.0,1.0,1.0,1.0,1.0
194.49999999999918,1.5993728484233475e-05,8.245019483776036e-05,0.00035472391194263316,0.0012736589674636695,0.0038166897976617906,0.00954550002994715,0.02087644834968162,0.041831629732490126,0.07679710604613187,0.129175005454445,0.19907070250328865,0.28776979261917257,0.39947972491120837,0.5325450105993932,0.6817580802939907,0.8381408722652588,1.0,1.0,1.0,1.0,1.0
194.59999999999917,0.03862369177116973,0.06082475193046716,0.09164434257352448,0.13210831345403515,0.182202459561647,0.2404242918576384,0.30612604195110854,0.379327172006128,0.45742462092082387,0.5368057852163097,0.6130657668731563,0.6863220284051783,0.7586043867997082,0.8278837069858389,0.8920515068208209,0.9490239477920903,1.0,1.0,1.0,1.0,1.0
194.69999999999916,0.0015090098991664518,0.0038943490002130536,0.009083076600868656,0.019146466440463913,0.03647573621940273,0.06280315968557497,0.10014799712628744,0.15156399325013092,0.21769246664245184,0.29674604911640234,0.38390278972791375,0.47800727591529113,0.5808987115933174,0.6889998290959359,0.7976102715319766,0.9011880270239613,1.0,1.0,1.0,1.0,1.0
194.79999999999916,1.2332075673648588e-09,2.6918431030983918e-08,4.151167861848162e-07,4.522973541472791e-06,3.4820676001304225e-05,0.00018942440813291526,0.0007993372049817858,0.0028719378957878026,0.00878570477417623,0.022884441993893213,0.05075418097472603,0.10008822967104472,0.1832584661794107,0.3115416665859536,0.49174559467001094,0.7206730148028653,1.0,1.0,1.0,1.0,1.0
194.89999999999915,7.568970018559868e-109,2.4280467933570608e-92,9.488303424270319e-78,4.56079929215994e-65,2.722735197973581e-54,2.0382371464151706e-45,6.516037451934005e-38,3.0104231006812066e-31,2.0137165611244063e-25,1.9539171622954455e-20,2.755240773160646e-16,9.514765303196754e-13,1.3539758642368854e-09,7.942709556409106e-07,0.00019215062609053798,0.019177879446328358,1.0,1.0,1.0,1.0,1.0
194.99999999999915,1.493789973645145e-49,4.007683933150927e-42,1.49911913687477e-35,7.833569314820591e-30,5.729339153776643e-25,5.876374431938233e-21,1.4595874415388464e-17,1.5136930530891603e-14,6.556893558596264e-12,1.1867971498511613e-09,8.979211184047213e-08,3.594440483655985e-06,9.631966617040042e-05,0.0017279221613202196,0.020753620666329017,0.16690102875028245,1.0,1.0,1.0,1.0,1.0
195.09999999999914,2.1023516099503352e-11,8.539586808206157e-10,2.28081914038904e-08,4.005949639798608e-07,4.6272068152678905e-06,3.5153555230185464e-05,0.00019674651877716947,0.0009084763282799553,0.003460963049386068,0.010878402623806129,0.02821149770039636,0.06357511013729485,0.1311077843575394,0.2474297530287321,0.4273258446820663,0.6753857611130835,1.0,1.0,1.0,1.0,1.0
195.19999999999914,0.005805155266242261,0.012217650770045262,0.023786007935019705,0.04283676989003965,0.07136322911316764,0.10997556731744267,0.15963524554985783,0.22223408135885195,0.2967168590647897,0.37994772324025855,0.46661200869241476,0.5557655899070335,0.6492011206667244,0.7437360179192266,0.8356230211974504,0.9207762080483075,1.0,1.0,1.0,1.0,1.0
195.29999999999913,0.002335787836118203,0.00564801308881445,0.012432335013175672,0.024911870604395862,0.04544211286264034,0.07545901827292255,0.11667163694473352,0.17179529216644324,0.24090708351448742,0.3217219881297991,0.4091714260485804,0.5021140073511878,0.6023445988300535,0.7063719740906117,0.809781344167858,0.90750296816549,1.0,1.0,1.0,1.0,1.0
195.39999999999912,7.769020834380558e-29,1.4351859517341618e-24,8.593958246384251e-21,1.669155940898625e-17,1.0521903553986291e-14,2.1540722436147437e-12,1.9545426796559504e-10,1.0720580082036677e-08,3.5549594702938483e-07,7.127697230260146e-06,8.642054621757061e-05,0.0007257947625071043,0.004835349205292389,0.025554694607799053,0.10714058843780451,0.35636043529833555,1.0,1.0,1.0,1.0,1.0
195.49999999999912,0.024313616730495476,0.04116894867738131,0.06611265079481002,0.10069190503045865,0.14544551933458646,0.1992519348654787,0.26178495835566473,0.3335532614477443,0.4121584977993912,0.49390348942083184,0.5739828333879318,0.6522057243371465,0.7305424677424156,0.8066433013308684,0.8779966194101516,0.9420619181810237,1.0,1.0,1.0,1.0,1.0
195.5999999999991,5.594601644359397e-10,1.3798661241984536e-08,2.3699595975855797e-07,2.834716094723749e-06,2.3614092297224643e-05,0.00013701067775051553,0.0006103674161992627,0.0023012147112541916,0.007342735127798208,0.019828942260034434,0.045319827000127204,0.09169506548493948,0.17177978390206136,0.2979667412541233,0.4785578772031929,0.7116613374769494,1.0,1.0,1.0,1.0,1.0
195.6999999999991,0.06111685460274407,0.08997122822990472,0.12764706688386468,0.17453513371895493,0.2299958579507219,0.29209396970302653,0.35991715872647984,0.43318043125636435,0.5092388677766169,0.5847373234494548,0.6558231823719622,0.7229537457159185,0.7882072209131386,0.8499169327959413,0.906397619447099,0.956020619309127,1.0,1.0,1.0,1.0,1.0
195.7999999999991,1.4128373749969158e-05,7.443735905389907e-05,0.0003262942846478174,0.001190022167847654,0.0036110629139715507,0.009117102134935506,0.02008993975737444,0.04052605036404021,0.07483856486696314,0.12651844385709796,0.1958038138428809,0.28408013530645876,0.3956537674034686,0.5289867902294433,0.6789374947390224,0.8365089026306504,1.0,1.0,1.0,1.0,1.0
195.8999999999991,0.08462765574233197,0.1186056989102603,0.16109783530640387,0.2120630323339977,0.27054004470471876,0.3344950450161373,0.40289261105837876,0.4752017301834488,0.5488528405049763,0.6207591175053042,0.6875110478782428,0.7497896519071062,0.8096805943037546,0.8657700690830735,0.9166551319790721,0.961001292493838,1.0,1.0,1.0,1.0,1.0
195.9999999999991,1.548309687415416e-08,2.3045909962029517e-07,2.5316349978430767e-06,2.052577465131035e-05,0.0001228313676228955,0.0005425631658613978,0.0019188346997532925,0.005893051885354152,0.015716749606690127,0.03640066306386287,0.07321233678333143,0.13282814328477952,0.2257930041057319,0.35962206400014446,0.5366591834776704,0.7503572991351981,1.0,1.0,1.0,1.0,1.0
196.09999999999908,1.2285845464813028e-06,9.39508784088747e-06,5.725450267704035e-05,0.0002780626401724155,0.0010762446785202028,0.0033199072856595325,0.00866554599848074,0.020318780834533874,0.04279899724830862,0.08098531434349061,0.13766330027962662,0.21637062516552005,0.3236397104638666,0.46069046337694036,0.6240811819004265,0.8045590653648215,1.0,1.0,1.0,1.0,1.0
196.19999999999908,0.03235247304661221,0.05252178584453763,0.0812373044101827,0.1197170624937525,0.16808990660634557,0.22486028899447374,0.2894762532354882,0.36222724498381026,0.4405725647707078,0.5208613446676563,0.5985429545151082,0.6736299471471132,0.7481372759018113,0.8199268058963505,0.886753267758199,0.9463776380168089,1.0,1.0,1.0,1.0,1.0
196.29999999999907,0.033033523180678113,0.05346814721365934,0.08248051982113307,0.1212618418709434,0.1699080480969973,0.22689308599781877,0.29164913721607577,0.36445366573589844,0.44275789642520963,0.5229171034212415,0.6004019444124947,0.6752406788952585,0.7494515639115391,0.8209128330946853,0.8873992551098832,0.9466940612847621,1.0,1.0,1.0,1.0,1.0
196.39999999999907,0.054342927981981266,0.08155555654298645,0.11766473893012505,0.16320058499920667,0.2176105867284787,0.2789469383740116,0.34635117842393703,0.4196933086087067,0.49632694636096353,0.5728279842404689,0.6452102970832134,0.7138561055829371,0.7808383741033814,0.8444087567438335,0.9027873114185903,0.9542437651136767,1.0,1.0,1.0,1.0,1.0
196.49999999999906,0.001980687214159986,0.004922803484857214,0.011097519001020685,0.022691236375668014,0.04208345183538568,0.07079254901556396,0.1106176507993356,0.16441761195778384,0.2324661955035078,0.3126506887483463,0.39998860921918855,0.4933359862346939,0.5945071660983741,0.6999880633659437,0.8052737345278402,0.9051403180681408,1.0,1.0,1.0,1.0,1.0
196.59999999999906,2.63549448271497e-05,0.00012647704159667465,0.0005102947720061038,0.0017309993590710502,0.004936800711328751,0.011837874127328195,0.02496519540925331,0.048435095966475175,0.08644717665412613,0.14194118584689705,0.21440480891047267,0.30469779810997977,0.41662229650073623,0.5480932120026986,0.6937538147249624,0.8448813314853038,1.0,1.0,1.0,1.0,1.0
