name,date,temperature,DAQ,exposure,bias,RN,EmGain,flux,smearing,sCIC
2019-02-24_9200G_100s.csv,20190224,-99,9200,100,3266,99,914,0,1,0
2019-02-23_9200G_0s.csv,20190223,-99,9200,0,3403,94,684,0,1,0
2022-02-03_7000G_5s.csv,20220203,-99,7000,5,1187,49,1595,0,0,0
2019-02-07_-95T_9100G_100s.csv,20190207,-95,9100,100,2603,99,500,0,1,0
